FoodID,Food_Name_English,Food_Name_Local,Base_Item,Category,Cuisine,Scientific_Name,Description,Meal_Type,Serving_Size_g,Rasa,Virya,Vipaka,Guna,Digestibility,Dosha_Suitability,Allergen_Warnings
F003858,Salt,Salt,Salt,Pulses/Legume,African,Salta,,Snack,100,Sour,Neutral,Pungent,Smooth,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Seafood
F003859,Baked Coconut Oil,Baked Coconut Oil,Coconut Oil,Meat/Seafood,South Indian,Coconut Oila,,Dinner,30,Sweet,Heating,Sour,Oily,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Soy
F003860,Broccoli,Broccoli,Broccoli,Grain,Indian,Broccolia,,Lunch,30,Sour,Cooling,Pungent,Moist,Moderate,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Nuts
F003861,Sprouted Coffee,Sprouted Coffee,Coffee,Vegetable,Chinese,Coffeea,Rich in iron,Breakfast,150,Sweet,Cooling,Sour,Light,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Eggs
F003862,Banana,Banana (ban-loc),Banana,Fruit,African,Bananaa,,Lunch,100,Pungent,Cooling,Pungent,Smooth,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F003863,Potato,Potato,Potato,Fruit,Mediterranean,Potatoa,,Lunch,30,Sweet,Heating,Pungent,Oily,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Eggs
F003864,Steamed Carrot,Steamed Carrot,Carrot,Dairy,Mediterranean,Carrota,,Recipe,100,Bitter,Neutral,Pungent,Smooth,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Gluten
F003865,Coriander,Coriander (cor-loc),Coriander,Oil,Continental,Coriandera,,Snack,50,Sour,Neutral,Sweet,Dry,Difficult,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,None
F003866,Coffee,Coffee,Coffee,Pulses/Legume,African,Coffeea,,Lunch,30,Astringent,Neutral,Sweet,Moist,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Eggs
F003867,Turmeric,Turmeric (tur-loc),Turmeric,Oil,SoutheastAsian,Turmerica,,Recipe,30,Astringent,Heating,Sour,Light,Sattvic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F003868,Steamed Tea,Steamed Tea,Tea,Dairy,Indian,Teaa,,Lunch,30,Sweet,Heating,Sweet,Smooth,Difficult,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Gluten
F003869,Steamed Sweet Potato,Steamed Sweet Potato,Sweet Potato,Meat/Seafood,Indian,Sweet Potatoa,,Recipe,30,Pungent,Heating,Pungent,Dry,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Milk
F003870,Baked Orange,Baked Orange,Orange,Spice,Chinese,Orangea,,Lunch,150,Astringent,Heating,Pungent,Smooth,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Milk
F003871,Mushroom,Mushroom,Mushroom,Fruit,Continental,Mushrooma,,Breakfast,100,Bitter,Neutral,Sour,Smooth,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,None
F003872,Mashed Black Pepper,Mashed Black Pepper (bla-loc),Black Pepper,Spice,Continental,Black Peppera,Rich in antioxidants,Lunch,50,Salty,Heating,Sour,Light,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Milk
F003873,Dates,Dates,Dates,Meat/Seafood,Mediterranean,Datesa,,Dinner,50,Bitter,Neutral,Sour,Heavy,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Soy
F003874,Fermented Butter,Fermented Butter,Butter,Nuts/Seeds,MiddleEastern,Buttera,,Breakfast,50,Salty,Heating,Sweet,Rough,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Gluten
F003875,Roasted Potato,Roasted Potato (pot-loc),Potato,Pulses/Legume,African,Potatoa,,Dinner,150,Astringent,Neutral,Sour,Heavy,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Seafood
F003876,Spinach,Spinach,Spinach,Vegetable,MiddleEastern,Spinacha,,Lunch,50,Salty,Cooling,Pungent,Rough,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F003877,Chickpea,Chickpea (chi-loc),Chickpea,Spice,South Indian,Chickpeaa,,Lunch,75,Pungent,Neutral,Sour,Oily,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Milk
F003878,Steamed Turmeric,Steamed Turmeric,Turmeric,Oil,Continental,Turmerica,,Lunch,75,Pungent,Neutral,Sour,Rough,Difficult,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F003879,Sprouted Salt,Sprouted Salt (sal-loc),Salt,Spice,African,Salta,,Breakfast,50,Astringent,Cooling,Sweet,Dry,Difficult,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Gluten
F003880,Goat Milk,Goat Milk,Goat Milk,Pulses/Legume,Chinese,Goat Milka,,Dinner,75,Sweet,Neutral,Sour,Rough,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Milk
F003881,Peanut,Peanut,Peanut,Beverage,Chinese,Peanuta,,Snack,100,Sour,Heating,Pungent,Oily,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Seafood
F003882,Curried Sugar,Curried Sugar,Sugar,Nuts/Seeds,LatinAmerican,Sugara,Use in moderation for Pitta,Breakfast,50,Sour,Neutral,Sour,Dry,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Milk
F003883,Butter,Butter,Butter,Beverage,Indian,Buttera,,Dinner,30,Salty,Heating,Sour,Oily,Moderate,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Milk
F003884,Coconut Oil,Coconut Oil,Coconut Oil,Nuts/Seeds,Mediterranean,Coconut Oila,,Recipe,100,Astringent,Heating,Sour,Rough,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F003885,Mashed Black Pepper,Mashed Black Pepper,Black Pepper,Dairy,South Indian,Black Peppera,,Breakfast,30,Sour,Heating,Sweet,Smooth,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Soy
F003886,Coconut Oil,Coconut Oil,Coconut Oil,Beverage,MiddleEastern,Coconut Oila,,Breakfast,150,Sour,Neutral,Sweet,Heavy,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Soy
F003887,Coconut Oil,Coconut Oil,Coconut Oil,Beverage,Mediterranean,Coconut Oila,,Recipe,50,Astringent,Neutral,Pungent,Smooth,Difficult,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Eggs
F003888,Grilled Butter,Grilled Butter,Butter,Spice,South Indian,Buttera,,Breakfast,150,Astringent,Heating,Pungent,Light,Moderate,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Nuts
F003889,Baked Jaggery,Baked Jaggery,Jaggery,Pulses/Legume,LatinAmerican,Jaggerya,Rich in antioxidants,Lunch,100,Bitter,Cooling,Sweet,Oily,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Gluten
F003890,Butter,Butter,Butter,Nuts/Seeds,MiddleEastern,Buttera,,Lunch,100,Astringent,Cooling,Sour,Heavy,Rajasic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Eggs
F003891,Raw Turmeric,Raw Turmeric,Turmeric,Dairy,LatinAmerican,Turmerica,,Dinner,30,Pungent,Heating,Sweet,Smooth,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F003892,Banana,Banana,Banana,Beverage,SoutheastAsian,Bananaa,,Lunch,75,Pungent,Heating,Sweet,Heavy,Rajasic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Milk
F003893,Sweet Potato,Sweet Potato,Sweet Potato,Fruit,Chinese,Sweet Potatoa,,Recipe,50,Bitter,Cooling,Sweet,Oily,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Gluten
F003894,Goat Milk,Goat Milk,Goat Milk,Oil,Mediterranean,Goat Milka,,Lunch,100,Sweet,Heating,Sour,Oily,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Soy
F003895,Rice,Rice,Rice,Dairy,South Indian,Ricea,,Recipe,75,Astringent,Neutral,Pungent,Oily,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Eggs
F003896,Fried Tea,Fried Tea (tea-loc),Tea,Oil,South Indian,Teaa,,Recipe,100,Sweet,Cooling,Sweet,Rough,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Seafood
F003897,Orange,Orange (ora-loc),Orange,Dairy,LatinAmerican,Orangea,,Snack,150,Astringent,Neutral,Sweet,Moist,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Seafood
F003898,Chickpea,Chickpea,Chickpea,Pulses/Legume,African,Chickpeaa,High fibre,Breakfast,30,Sour,Neutral,Sweet,Moist,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Nuts
F003899,Salt,Salt,Salt,Beverage,Continental,Salta,Use in moderation for Pitta,Breakfast,75,Astringent,Cooling,Sweet,Smooth,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F003900,Fried Mushroom,Fried Mushroom (mus-loc),Mushroom,Pulses/Legume,Indian,Mushrooma,,Snack,75,Pungent,Heating,Sour,Smooth,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F003901,Baked Lentil,Baked Lentil,Lentil,Fruit,African,Lentila,Avoid in Kapha imbalance,Lunch,30,Pungent,Cooling,Sweet,Light,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Milk
F003902,Avocado,Avocado,Avocado,Nuts/Seeds,Indian,Avocadoa,,Snack,75,Sweet,Neutral,Sweet,Moist,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Milk
F003903,Potato,Potato,Potato,Beverage,Chinese,Potatoa,,Breakfast,50,Salty,Neutral,Sour,Oily,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Soy
F003904,Boiled Banana,Boiled Banana (ban-loc),Banana,Fruit,Continental,Bananaa,,Snack,150,Astringent,Neutral,Sour,Oily,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Soy
F003905,Chickpea,Chickpea,Chickpea,Fruit,SoutheastAsian,Chickpeaa,,Snack,50,Astringent,Neutral,Pungent,Dry,Difficult,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Seafood
F003906,Butter,Butter,Butter,Dairy,Continental,Buttera,,Dinner,100,Sweet,Neutral,Sour,Moist,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Eggs
F003907,Baked Salt,Baked Salt,Salt,Fruit,Chinese,Salta,,Snack,50,Sour,Heating,Pungent,Moist,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Eggs
F003908,Grilled Ghee,Grilled Ghee,Ghee,Dairy,Indian,Gheea,,Lunch,30,Salty,Neutral,Pungent,Light,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,None
F003909,Tea,Tea,Tea,Meat/Seafood,South Indian,Teaa,,Dinner,50,Salty,Neutral,Sweet,Moist,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Soy
F003910,Fermented Tomato,Fermented Tomato,Tomato,Dairy,MiddleEastern,Tomatoa,,Lunch,75,Pungent,Neutral,Pungent,Moist,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Eggs
F003911,Mutton,Mutton (mut-loc),Mutton,Oil,LatinAmerican,Muttona,,Lunch,100,Astringent,Heating,Pungent,Dry,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Soy
F003912,Sprouted Goat Milk,Sprouted Goat Milk,Goat Milk,Grain,Mediterranean,Goat Milka,,Snack,30,Astringent,Cooling,Sweet,Moist,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Milk
F003913,Raisins,Raisins (rai-loc),Raisins,Spice,South Indian,Raisinsa,,Breakfast,75,Pungent,Neutral,Sour,Heavy,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Nuts
F003914,Millet,Millet,Millet,Fruit,Mediterranean,Milleta,Use in moderation for Pitta,Breakfast,150,Astringent,Neutral,Sour,Dry,Sattvic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Eggs
F003915,Millet,Millet,Millet,Fruit,Chinese,Milleta,Cooling post-meal,Breakfast,30,Pungent,Heating,Sour,Light,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,None
F003916,Raw Avocado,Raw Avocado,Avocado,Pulses/Legume,African,Avocadoa,Cooling post-meal,Snack,100,Pungent,Heating,Sour,Rough,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Gluten
F003917,Coconut Oil,Coconut Oil (coc-loc),Coconut Oil,Meat/Seafood,SoutheastAsian,Coconut Oila,,Breakfast,75,Pungent,Cooling,Sour,Heavy,Sattvic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F003918,Buckwheat,Buckwheat,Buckwheat,Pulses/Legume,African,Buckwheata,High fibre,Breakfast,75,Bitter,Neutral,Sour,Smooth,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Soy
F003919,Boiled Cumin,Boiled Cumin,Cumin,Spice,LatinAmerican,Cumina,,Lunch,75,Pungent,Neutral,Pungent,Smooth,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Eggs
F003920,Rice,Rice (ric-loc),Rice,Meat/Seafood,MiddleEastern,Ricea,,Breakfast,30,Astringent,Neutral,Sour,Rough,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Milk
F003921,Sesame,Sesame,Sesame,Pulses/Legume,Chinese,Sesamea,,Breakfast,50,Sweet,Heating,Sour,Moist,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Eggs
F003922,Fried Mutton,Fried Mutton,Mutton,Nuts/Seeds,LatinAmerican,Muttona,,Snack,30,Sweet,Neutral,Pungent,Heavy,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F003923,Mashed Black Pepper,Mashed Black Pepper,Black Pepper,Spice,Chinese,Black Peppera,,Lunch,50,Salty,Cooling,Sour,Oily,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Eggs
F003924,Boiled Cow Milk,Boiled Cow Milk,Cow Milk,Spice,LatinAmerican,Cow Milka,Cooling post-meal,Breakfast,50,Sweet,Heating,Sweet,Heavy,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F003925,Steamed Broccoli,Steamed Broccoli,Broccoli,Spice,African,Broccolia,Good for Vata,Recipe,100,Pungent,Heating,Sweet,Light,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Soy
F003926,Roasted Broccoli,Roasted Broccoli,Broccoli,Grain,African,Broccolia,,Lunch,150,Sour,Cooling,Pungent,Rough,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Eggs
F003927,Black Pepper,Black Pepper (bla-loc),Black Pepper,Oil,Indian,Black Peppera,,Breakfast,150,Sour,Cooling,Sweet,Dry,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Gluten
F003928,Raisins,Raisins (rai-loc),Raisins,Beverage,South Indian,Raisinsa,Good for Vata,Lunch,150,Bitter,Neutral,Sweet,Oily,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Eggs
F003929,Tomato,Tomato,Tomato,Grain,Mediterranean,Tomatoa,,Lunch,100,Salty,Cooling,Sour,Rough,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
F003930,Raw Egg,Raw Egg,Egg,Meat/Seafood,Mediterranean,Egga,,Snack,75,Salty,Neutral,Pungent,Light,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Nuts
F003931,Dates,Dates,Dates,Spice,Indian,Datesa,Cooling post-meal,Breakfast,150,Sour,Cooling,Sweet,Light,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Eggs
F003932,Baked Salt,Baked Salt,Salt,Meat/Seafood,Chinese,Salta,Rich in antioxidants,Recipe,50,Sweet,Neutral,Sweet,Smooth,Moderate,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,None
F003933,Raw Broccoli,Raw Broccoli (bro-loc),Broccoli,Nuts/Seeds,Indian,Broccolia,,Breakfast,30,Sweet,Cooling,Sweet,Oily,Moderate,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Milk
F003934,Fried Dates,Fried Dates,Dates,Spice,Chinese,Datesa,,Snack,150,Sweet,Cooling,Pungent,Heavy,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F003935,Fried Tea,Fried Tea,Tea,Nuts/Seeds,Chinese,Teaa,,Breakfast,150,Pungent,Cooling,Sweet,Dry,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Eggs
F003936,Paneer,Paneer,Paneer,Vegetable,MiddleEastern,Paneera,,Snack,30,Bitter,Neutral,Sour,Dry,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Nuts
F003937,Roasted Millet,Roasted Millet (mil-loc),Millet,Oil,LatinAmerican,Milleta,Beneficial for digestion,Recipe,50,Sour,Neutral,Sweet,Oily,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Milk
F003938,Fenugreek,Fenugreek,Fenugreek,Vegetable,Continental,Fenugreeka,,Recipe,100,Astringent,Cooling,Pungent,Smooth,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Milk
F003939,Sauteed Pumpkin,Sauteed Pumpkin,Pumpkin,Beverage,MiddleEastern,Pumpkina,,Recipe,100,Bitter,Neutral,Sweet,Light,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Eggs
F003940,Paneer,Paneer,Paneer,Dairy,Continental,Paneera,,Breakfast,75,Sweet,Cooling,Pungent,Dry,Difficult,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,None
F003941,Grilled Ghee,Grilled Ghee (ghe-loc),Ghee,Pulses/Legume,LatinAmerican,Gheea,,Breakfast,100,Sweet,Cooling,Pungent,Dry,Rajasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
F003942,Raw Goat Milk,Raw Goat Milk,Goat Milk,Nuts/Seeds,LatinAmerican,Goat Milka,May increase bile,Recipe,50,Astringent,Neutral,Sour,Heavy,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Seafood
F003943,Roasted Mutton,Roasted Mutton,Mutton,Fruit,LatinAmerican,Muttona,,Recipe,30,Salty,Neutral,Sour,Moist,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Gluten
F003944,Dates,Dates,Dates,Dairy,South Indian,Datesa,High fibre,Recipe,30,Pungent,Neutral,Sweet,Moist,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,None
F003945,Mutton,Mutton,Mutton,Meat/Seafood,Indian,Muttona,,Dinner,100,Astringent,Neutral,Sour,Oily,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Gluten
F003946,Sprouted Quinoa,Sprouted Quinoa,Quinoa,Nuts/Seeds,LatinAmerican,Quinoaa,Rich in antioxidants,Recipe,75,Astringent,Cooling,Pungent,Dry,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Nuts
F003947,Steamed Quinoa,Steamed Quinoa,Quinoa,Spice,Chinese,Quinoaa,Rich in iron,Dinner,50,Salty,Neutral,Sour,Moist,Tamasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Seafood
F003948,Sweet Potato,Sweet Potato,Sweet Potato,Grain,SoutheastAsian,Sweet Potatoa,,Lunch,100,Sour,Neutral,Sour,Moist,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Milk
F003949,Rice,Rice,Rice,Pulses/Legume,Continental,Ricea,,Breakfast,150,Bitter,Neutral,Sweet,Dry,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,None
F003950,Roasted Goat Milk,Roasted Goat Milk,Goat Milk,Meat/Seafood,Continental,Goat Milka,Beneficial for digestion,Lunch,30,Bitter,Neutral,Pungent,Moist,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Seafood
F003951,Dates,Dates,Dates,Vegetable,Mediterranean,Datesa,,Lunch,100,Astringent,Neutral,Sweet,Smooth,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Seafood
F003952,Raw Rice,Raw Rice (ric-loc),Rice,Dairy,MiddleEastern,Ricea,,Snack,50,Salty,Neutral,Sour,Smooth,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Eggs
F003953,Mashed Fenugreek,Mashed Fenugreek (fen-loc),Fenugreek,Grain,LatinAmerican,Fenugreeka,,Breakfast,50,Bitter,Neutral,Sour,Heavy,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Gluten
F003954,Coconut Oil,Coconut Oil (coc-loc),Coconut Oil,Beverage,LatinAmerican,Coconut Oila,,Recipe,30,Salty,Neutral,Pungent,Heavy,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Eggs
F003955,Fish,Fish,Fish,Dairy,MiddleEastern,Fisha,Rich in antioxidants,Breakfast,100,Bitter,Cooling,Pungent,Smooth,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Nuts
F003956,Butter,Butter (but-loc),Butter,Beverage,LatinAmerican,Buttera,Heating when fried,Recipe,50,Bitter,Cooling,Sweet,Light,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Seafood
F003957,Mashed Peanut,Mashed Peanut (pea-loc),Peanut,Meat/Seafood,SoutheastAsian,Peanuta,,Lunch,75,Pungent,Heating,Sour,Heavy,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Eggs
F003958,Sprouted Pumpkin,Sprouted Pumpkin,Pumpkin,Oil,MiddleEastern,Pumpkina,,Lunch,75,Sweet,Heating,Sweet,Smooth,Rajasic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Eggs
F003959,Cabbage,Cabbage,Cabbage,Beverage,Chinese,Cabbagea,Heating when fried,Snack,100,Sour,Heating,Pungent,Smooth,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F003960,Grilled Dates,Grilled Dates,Dates,Spice,South Indian,Datesa,,Recipe,150,Bitter,Neutral,Sour,Heavy,Moderate,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Eggs
F003961,Paneer,Paneer,Paneer,Fruit,MiddleEastern,Paneera,,Lunch,50,Sweet,Cooling,Sweet,Dry,Difficult,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Eggs
F003962,Rice,Rice,Rice,Oil,Mediterranean,Ricea,,Recipe,150,Bitter,Heating,Pungent,Smooth,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Eggs
F003963,Sprouted Coffee,Sprouted Coffee,Coffee,Grain,Continental,Coffeea,,Recipe,30,Bitter,Cooling,Sweet,Light,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,None
F003964,Roasted Apple,Roasted Apple (app-loc),Apple,Grain,SoutheastAsian,Applea,,Recipe,75,Salty,Neutral,Pungent,Heavy,Sattvic,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F003965,Baked Potato,Baked Potato (pot-loc),Potato,Oil,SoutheastAsian,Potatoa,,Snack,30,Salty,Neutral,Pungent,Heavy,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
F003966,Baked Orange,Baked Orange,Orange,Beverage,MiddleEastern,Orangea,,Lunch,150,Astringent,Cooling,Sweet,Oily,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Milk
F003967,Steamed Turmeric,Steamed Turmeric,Turmeric,Grain,Indian,Turmerica,,Breakfast,75,Sweet,Neutral,Sour,Smooth,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Milk
F003968,Carrot,Carrot (car-loc),Carrot,Beverage,Chinese,Carrota,,Lunch,100,Astringent,Neutral,Sweet,Light,Difficult,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Soy
F003969,Avocado,Avocado (avo-loc),Avocado,Spice,Chinese,Avocadoa,,Dinner,30,Bitter,Heating,Sweet,Rough,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Milk
F003970,Lentil,Lentil,Lentil,Nuts/Seeds,LatinAmerican,Lentila,,Lunch,50,Bitter,Cooling,Sweet,Light,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Seafood
F003971,Egg,Egg,Egg,Nuts/Seeds,Chinese,Egga,,Recipe,30,Salty,Cooling,Sweet,Smooth,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Nuts
F003972,Grilled Mutton,Grilled Mutton,Mutton,Vegetable,MiddleEastern,Muttona,Good for Vata,Dinner,75,Salty,Heating,Pungent,Heavy,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Seafood
F003973,Chickpea,Chickpea (chi-loc),Chickpea,Fruit,Continental,Chickpeaa,,Lunch,30,Bitter,Neutral,Sour,Heavy,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F003974,Fried Paneer,Fried Paneer (pan-loc),Paneer,Fruit,LatinAmerican,Paneera,,Breakfast,50,Sweet,Heating,Sweet,Rough,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Gluten
F003975,Sweet Potato,Sweet Potato,Sweet Potato,Nuts/Seeds,MiddleEastern,Sweet Potatoa,,Recipe,50,Pungent,Heating,Pungent,Light,Moderate,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Gluten
F003976,Steamed Pumpkin,Steamed Pumpkin (pum-loc),Pumpkin,Vegetable,SoutheastAsian,Pumpkina,Heating when fried,Snack,150,Pungent,Heating,Sour,Oily,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Nuts
F003977,Jaggery,Jaggery (jag-loc),Jaggery,Grain,Chinese,Jaggerya,,Dinner,75,Salty,Cooling,Sweet,Light,Moderate,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Soy
F003978,Raw Potato,Raw Potato,Potato,Pulses/Legume,SoutheastAsian,Potatoa,Cooling post-meal,Snack,30,Astringent,Heating,Sour,Oily,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Milk
F003979,Grilled Black Pepper,Grilled Black Pepper,Black Pepper,Spice,African,Black Peppera,,Dinner,30,Astringent,Neutral,Sweet,Rough,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Seafood
F003980,Fermented Rice,Fermented Rice,Rice,Spice,African,Ricea,,Dinner,75,Salty,Neutral,Sweet,Oily,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Gluten
F003981,Sprouted Coriander,Sprouted Coriander (cor-loc),Coriander,Beverage,Continental,Coriandera,May increase bile,Breakfast,30,Pungent,Heating,Pungent,Smooth,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
